name,composition,manufacturer,pack_size,mrp
Sinarest Tablet,Sinarest + Excipients,Pharma_4,12,56.1
Crocin Tablet,Crocin + Excipients,Pharma_95,25,298.44
Augmentin Tablet,Augmentin + Excipients,Pharma_95,20,95.53
Medicine_8540,Unknown Composition,Pharma_53,5,200.96
Sinarest 650mg,Sinarest + Excipients,Pharma_92,12,200.16
Tramadol Tablet,Tramadol + Excipients,Pharma_89,14,83.85
Tramadol 500mg,Tramadol + Excipients,Pharma_11,27,361.17
Diclofenac Syrup,Diclofenac + Excipients,Pharma_4,29,96.1
Benadryl Syrup,Benadryl + Excipients,Pharma_6,27,276.48
Volini 500mg,Volini + Excipients,Pharma_54,24,387.39
Ascoril Tablet,Ascoril + Excipients,Pharma_58,23,273.79
Volini Tablet,Volini + Excipients,Pharma_15,25,105.9
Medicine_6473,Unknown Composition,Pharma_56,10,94.89
Volini Syrup,Volini + Excipients,Pharma_44,21,359.25
Benadryl 650mg,Benadryl + Excipients,Pharma_39,9,311.29
Benadryl 500mg,Benadryl + Excipients,Pharma_86,24,167.53
Medicine_9993,Unknown Composition,Pharma_58,5,21.03
Benadryl 500mg,Benadryl + Excipients,Pharma_99,26,279.53
Medicine_9044,Unknown Composition,Pharma_67,27,216.57
Crocin 650mg,Crocin + Excipients,Pharma_2,19,166.63
Sinarest Tablet,Sinarest + Excipients,Pharma_21,8,330.43
Ambroxol Tablet,Ambroxol + Excipients,Pharma_28,15,329.15
Medicine_6416,Unknown Composition,Pharma_39,18,422.71
Crocin Tablet,Crocin + Excipients,Pharma_60,16,144.18
Medicine_6601,Unknown Composition,Pharma_27,4,27.04
Ambroxol 650mg,Ambroxol + Excipients,Pharma_49,28,325.37
Augmentin 650mg,Augmentin + Excipients,Pharma_30,26,300.01
Medicine_4623,Unknown Composition,Pharma_58,19,477.26
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_23,7,426.8
Azithromycin 650mg,Azithromycin + Excipients,Pharma_84,17,355.42
Medicine_2862,Unknown Composition,Pharma_81,23,361.78
Paracetamol 650mg,Paracetamol + Excipients,Pharma_4,22,398.39
Medicine_7567,Unknown Composition,Pharma_85,29,356.36
Medicine_2731,Unknown Composition,Pharma_19,18,171.45
Medicine_4158,Unknown Composition,Pharma_76,22,443.05
Otrivin 500mg,Otrivin + Excipients,Pharma_3,22,49.87
Medicine_1722,Unknown Composition,Pharma_33,14,171.21
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_9,11,297.97
Medicine_7719,Unknown Composition,Pharma_88,13,409.76
Ascoril Tablet,Ascoril + Excipients,Pharma_82,26,438.36
Medicine_7411,Unknown Composition,Pharma_8,9,421.57
Sinarest Tablet,Sinarest + Excipients,Pharma_20,17,250.26
Ascoril Syrup,Ascoril + Excipients,Pharma_9,21,100.25
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_32,9,475.96
Crocin Syrup,Crocin + Excipients,Pharma_97,29,490.06
Medicine_3089,Unknown Composition,Pharma_30,8,139.17
Medicine_2573,Unknown Composition,Pharma_79,27,489.37
Medicine_7601,Unknown Composition,Pharma_30,4,427.12
Maxtra Tablet,Maxtra + Excipients,Pharma_79,28,448.5
Medicine_9810,Unknown Composition,Pharma_54,15,391.19
Maxtra Syrup,Maxtra + Excipients,Pharma_28,14,359.0
Sinarest 500mg,Sinarest + Excipients,Pharma_62,5,316.42
Augmentin Syrup,Augmentin + Excipients,Pharma_65,28,497.08
Medicine_8585,Unknown Composition,Pharma_96,8,238.82
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_3,2,439.57
Medicine_4155,Unknown Composition,Pharma_8,5,388.25
Medicine_9794,Unknown Composition,Pharma_69,10,64.22
Medicine_6873,Unknown Composition,Pharma_81,4,309.41
Benadryl Syrup,Benadryl + Excipients,Pharma_56,19,256.88
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_89,27,377.84
Medicine_4457,Unknown Composition,Pharma_96,14,305.1
Medicine_5939,Unknown Composition,Pharma_6,28,299.31
Medicine_3405,Unknown Composition,Pharma_99,17,161.82
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_23,4,247.15
Otrivin 500mg,Otrivin + Excipients,Pharma_74,2,313.65
Medicine_8071,Unknown Composition,Pharma_36,12,492.55
Maxtra 500mg,Maxtra + Excipients,Pharma_47,25,434.86
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_51,7,120.79
Augmentin Tablet,Augmentin + Excipients,Pharma_94,7,173.87
Medicine_5907,Unknown Composition,Pharma_66,27,40.8
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_74,4,208.59
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_45,25,105.68
Medicine_8893,Unknown Composition,Pharma_23,27,64.07
Sumo 500mg,Sumo + Excipients,Pharma_89,29,415.7
Medicine_7635,Unknown Composition,Pharma_71,14,362.76
Paracetamol 500mg,Paracetamol + Excipients,Pharma_40,11,150.74
Volini 650mg,Volini + Excipients,Pharma_40,9,363.14
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_11,1,46.88
Azithromycin 500mg,Azithromycin + Excipients,Pharma_32,17,362.6
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_40,21,245.07
Medicine_9210,Unknown Composition,Pharma_60,2,303.27
Otrivin 500mg,Otrivin + Excipients,Pharma_73,15,154.97
Crocin Tablet,Crocin + Excipients,Pharma_57,6,162.25
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_9,13,14.56
Medicine_8603,Unknown Composition,Pharma_31,14,10.82
Diclofenac Syrup,Diclofenac + Excipients,Pharma_4,24,62.65
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_54,16,190.08
Maxtra 500mg,Maxtra + Excipients,Pharma_76,27,23.28
Medicine_1568,Unknown Composition,Pharma_65,24,71.2
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_49,6,387.65
Medicine_1683,Unknown Composition,Pharma_29,20,484.32
Medicine_5746,Unknown Composition,Pharma_91,11,163.65
Medicine_5906,Unknown Composition,Pharma_81,15,368.13
Cefixime Syrup,Cefixime + Excipients,Pharma_88,6,265.92
Medicine_7671,Unknown Composition,Pharma_74,27,19.15
Sinarest 500mg,Sinarest + Excipients,Pharma_18,19,247.08
Tramadol Syrup,Tramadol + Excipients,Pharma_59,14,181.32
Medicine_5290,Unknown Composition,Pharma_62,1,164.12
Combiflam 650mg,Combiflam + Excipients,Pharma_13,28,337.22
Medicine_4875,Unknown Composition,Pharma_58,14,319.53
Sinarest Tablet,Sinarest + Excipients,Pharma_70,18,83.68
Medicine_9698,Unknown Composition,Pharma_31,21,196.3
Medicine_3729,Unknown Composition,Pharma_27,11,123.82
Ambroxol 500mg,Ambroxol + Excipients,Pharma_58,7,119.2
Medicine_4372,Unknown Composition,Pharma_23,9,491.46
Combiflam 500mg,Combiflam + Excipients,Pharma_35,4,99.24
Ambroxol Tablet,Ambroxol + Excipients,Pharma_66,3,334.3
Medicine_4903,Unknown Composition,Pharma_54,21,487.34
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_4,18,457.59
Ascoril Syrup,Ascoril + Excipients,Pharma_11,27,304.87
Medicine_6320,Unknown Composition,Pharma_37,15,310.71
Sinarest Syrup,Sinarest + Excipients,Pharma_65,25,253.71
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_54,20,403.67
Tramadol 650mg,Tramadol + Excipients,Pharma_18,10,105.22
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_85,3,402.2
Medicine_7564,Unknown Composition,Pharma_44,24,142.67
Medicine_9387,Unknown Composition,Pharma_95,9,418.74
Sinarest 500mg,Sinarest + Excipients,Pharma_91,15,192.57
Augmentin 650mg,Augmentin + Excipients,Pharma_41,10,218.29
Crocin 500mg,Crocin + Excipients,Pharma_75,9,497.22
Medicine_2211,Unknown Composition,Pharma_59,21,117.12
Azithromycin 500mg,Azithromycin + Excipients,Pharma_11,27,37.67
Crocin Syrup,Crocin + Excipients,Pharma_78,1,322.44
Paracetamol 650mg,Paracetamol + Excipients,Pharma_50,20,436.1
Ascoril Tablet,Ascoril + Excipients,Pharma_97,3,224.29
Ascoril Tablet,Ascoril + Excipients,Pharma_62,28,149.39
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_97,13,188.48
Ascoril 500mg,Ascoril + Excipients,Pharma_82,17,292.71
Medicine_5234,Unknown Composition,Pharma_41,11,251.72
Medicine_8719,Unknown Composition,Pharma_15,25,57.2
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_10,14,402.42
Sumo 650mg,Sumo + Excipients,Pharma_7,8,132.15
Sumo Tablet,Sumo + Excipients,Pharma_60,6,39.53
Sinarest 500mg,Sinarest + Excipients,Pharma_33,27,317.9
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_60,25,174.57
Medicine_8359,Unknown Composition,Pharma_42,29,49.53
Ascoril Tablet,Ascoril + Excipients,Pharma_47,21,318.23
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_80,7,463.26
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_98,4,267.17
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_31,9,253.51
Sinarest Tablet,Sinarest + Excipients,Pharma_65,19,30.85
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_69,22,306.13
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_96,10,30.75
Volini Syrup,Volini + Excipients,Pharma_90,9,277.01
Medicine_4209,Unknown Composition,Pharma_79,16,186.86
Medicine_4041,Unknown Composition,Pharma_79,22,264.4
Diclofenac 650mg,Diclofenac + Excipients,Pharma_24,14,402.29
Medicine_2919,Unknown Composition,Pharma_3,15,421.21
Medicine_3938,Unknown Composition,Pharma_85,12,42.52
Medicine_2888,Unknown Composition,Pharma_87,2,209.91
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_46,26,192.95
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_51,27,213.28
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_32,23,270.02
Diclofenac 650mg,Diclofenac + Excipients,Pharma_41,22,429.7
Benadryl Syrup,Benadryl + Excipients,Pharma_76,16,452.88
Medicine_6268,Unknown Composition,Pharma_8,5,433.21
Paracetamol 500mg,Paracetamol + Excipients,Pharma_62,10,90.36
Medicine_7532,Unknown Composition,Pharma_35,15,86.24
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_10,17,448.38
Medicine_8192,Unknown Composition,Pharma_73,2,407.01
Medicine_3053,Unknown Composition,Pharma_40,10,11.82
Medicine_9026,Unknown Composition,Pharma_84,28,44.56
Medicine_9837,Unknown Composition,Pharma_45,22,50.81
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_87,17,301.6
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_79,22,142.58
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_63,16,374.94
Azithromycin Tablet,Azithromycin + Excipients,Pharma_12,26,401.33
Ambroxol Tablet,Ambroxol + Excipients,Pharma_28,5,421.8
Otrivin 500mg,Otrivin + Excipients,Pharma_60,24,38.79
Medicine_8210,Unknown Composition,Pharma_23,1,204.28
Medicine_3334,Unknown Composition,Pharma_4,27,92.43
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_94,21,208.67
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_9,5,257.2
Ambroxol Tablet,Ambroxol + Excipients,Pharma_20,4,216.7
Paracetamol 500mg,Paracetamol + Excipients,Pharma_29,4,362.54
Azithromycin 500mg,Azithromycin + Excipients,Pharma_14,4,179.61
Otrivin 500mg,Otrivin + Excipients,Pharma_20,14,17.04
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_90,12,216.12
Crocin 650mg,Crocin + Excipients,Pharma_42,24,462.54
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_94,18,205.92
Medicine_6867,Unknown Composition,Pharma_43,12,475.49
Medicine_2592,Unknown Composition,Pharma_51,27,440.0
Medicine_6006,Unknown Composition,Pharma_49,2,323.86
Sinarest 500mg,Sinarest + Excipients,Pharma_51,10,295.33
Ambroxol Syrup,Ambroxol + Excipients,Pharma_29,28,198.01
Otrivin 500mg,Otrivin + Excipients,Pharma_19,3,100.15
Diclofenac 500mg,Diclofenac + Excipients,Pharma_39,18,117.62
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_83,21,381.46
Medicine_8357,Unknown Composition,Pharma_91,7,249.8
Medicine_4449,Unknown Composition,Pharma_32,12,137.89
Medicine_6614,Unknown Composition,Pharma_93,25,428.04
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_72,22,227.61
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_34,14,486.71
Maxtra Tablet,Maxtra + Excipients,Pharma_37,19,193.45
Sumo 650mg,Sumo + Excipients,Pharma_57,9,19.28
Tramadol 650mg,Tramadol + Excipients,Pharma_51,14,88.56
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_83,10,277.6
Medicine_4051,Unknown Composition,Pharma_54,17,237.26
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_12,18,156.93
Medicine_8153,Unknown Composition,Pharma_67,4,50.6
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_91,16,421.65
Diclofenac 500mg,Diclofenac + Excipients,Pharma_11,22,227.5
Cefixime Tablet,Cefixime + Excipients,Pharma_94,14,128.01
Medicine_4658,Unknown Composition,Pharma_55,26,30.0
Benadryl 500mg,Benadryl + Excipients,Pharma_19,27,255.44
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_39,26,418.44
Medicine_6130,Unknown Composition,Pharma_45,14,101.53
Sinarest Syrup,Sinarest + Excipients,Pharma_55,21,257.93
Sinarest Syrup,Sinarest + Excipients,Pharma_89,17,156.78
Diclofenac Syrup,Diclofenac + Excipients,Pharma_16,16,314.93
Medicine_9802,Unknown Composition,Pharma_91,25,230.08
Augmentin 500mg,Augmentin + Excipients,Pharma_14,22,410.12
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_23,18,449.55
Benadryl 650mg,Benadryl + Excipients,Pharma_95,4,282.1
Ascoril Tablet,Ascoril + Excipients,Pharma_4,28,131.37
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_46,20,189.12
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_83,23,158.65
Cefixime Syrup,Cefixime + Excipients,Pharma_26,27,268.17
Augmentin 500mg,Augmentin + Excipients,Pharma_49,26,302.83
Medicine_7214,Unknown Composition,Pharma_84,26,28.99
Diclofenac Syrup,Diclofenac + Excipients,Pharma_90,6,123.07
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_45,28,356.32
Tramadol 500mg,Tramadol + Excipients,Pharma_83,23,43.7
Crocin Tablet,Crocin + Excipients,Pharma_13,10,345.25
Medicine_7042,Unknown Composition,Pharma_53,3,158.44
Augmentin Tablet,Augmentin + Excipients,Pharma_97,26,261.15
Tramadol 500mg,Tramadol + Excipients,Pharma_38,3,237.79
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_19,18,270.2
Medicine_3273,Unknown Composition,Pharma_40,14,177.63
Diclofenac 500mg,Diclofenac + Excipients,Pharma_69,12,193.6
Medicine_2409,Unknown Composition,Pharma_85,20,249.08
Otrivin Syrup,Otrivin + Excipients,Pharma_73,29,317.82
Medicine_3811,Unknown Composition,Pharma_55,26,130.96
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_43,18,240.72
Medicine_8003,Unknown Composition,Pharma_83,1,279.95
Medicine_5471,Unknown Composition,Pharma_46,23,480.73
Medicine_7288,Unknown Composition,Pharma_60,20,225.47
Ambroxol 650mg,Ambroxol + Excipients,Pharma_62,7,282.18
Sinarest Tablet,Sinarest + Excipients,Pharma_98,25,84.31
Ascoril Tablet,Ascoril + Excipients,Pharma_33,13,173.63
Medicine_4121,Unknown Composition,Pharma_57,19,56.16
Diclofenac 500mg,Diclofenac + Excipients,Pharma_49,3,258.63
Otrivin Tablet,Otrivin + Excipients,Pharma_14,1,367.44
Crocin Tablet,Crocin + Excipients,Pharma_91,11,318.96
Medicine_7492,Unknown Composition,Pharma_82,29,263.97
Sinarest Tablet,Sinarest + Excipients,Pharma_43,17,13.19
Cetirizine Syrup,Cetirizine + Excipients,Pharma_19,3,248.08
Medicine_3520,Unknown Composition,Pharma_28,21,452.61
Diclofenac Syrup,Diclofenac + Excipients,Pharma_41,20,89.95
Medicine_1440,Unknown Composition,Pharma_25,28,217.45
Medicine_1249,Unknown Composition,Pharma_76,19,331.84
Maxtra Tablet,Maxtra + Excipients,Pharma_80,17,453.71
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_37,26,434.58
Medicine_4178,Unknown Composition,Pharma_64,24,111.76
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_92,26,332.18
Medicine_8371,Unknown Composition,Pharma_13,15,481.55
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_1,18,284.41
Medicine_6034,Unknown Composition,Pharma_83,11,53.76
Otrivin Syrup,Otrivin + Excipients,Pharma_55,10,225.73
Sumo 500mg,Sumo + Excipients,Pharma_85,15,417.46
Crocin 650mg,Crocin + Excipients,Pharma_43,20,85.38
Otrivin Syrup,Otrivin + Excipients,Pharma_14,28,36.8
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_92,9,304.33
Sumo Syrup,Sumo + Excipients,Pharma_16,27,452.35
Cefixime Tablet,Cefixime + Excipients,Pharma_67,19,461.82
Medicine_5255,Unknown Composition,Pharma_92,25,139.22
Cetirizine Tablet,Cetirizine + Excipients,Pharma_64,4,229.87
Diclofenac 650mg,Diclofenac + Excipients,Pharma_24,14,422.92
Medicine_2756,Unknown Composition,Pharma_51,24,475.35
Medicine_2412,Unknown Composition,Pharma_62,2,148.63
Benadryl 650mg,Benadryl + Excipients,Pharma_47,13,402.18
Medicine_3631,Unknown Composition,Pharma_44,18,367.79
Paracetamol 500mg,Paracetamol + Excipients,Pharma_97,5,436.17
Medicine_3120,Unknown Composition,Pharma_64,26,43.65
Medicine_6322,Unknown Composition,Pharma_25,9,395.03
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_42,5,312.85
Medicine_8247,Unknown Composition,Pharma_50,13,175.82
Medicine_2587,Unknown Composition,Pharma_94,15,214.27
Sinarest Syrup,Sinarest + Excipients,Pharma_84,24,172.74
Medicine_7978,Unknown Composition,Pharma_48,12,430.39
Medicine_9558,Unknown Composition,Pharma_28,15,320.89
Medicine_9809,Unknown Composition,Pharma_5,22,409.25
Medicine_5975,Unknown Composition,Pharma_74,20,281.07
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_50,3,286.08
Diclofenac 500mg,Diclofenac + Excipients,Pharma_69,16,368.16
Paracetamol 650mg,Paracetamol + Excipients,Pharma_22,13,222.03
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_94,5,372.13
Otrivin Tablet,Otrivin + Excipients,Pharma_31,8,362.44
Medicine_6111,Unknown Composition,Pharma_59,19,53.75
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_23,5,247.83
Diclofenac 650mg,Diclofenac + Excipients,Pharma_28,21,41.2
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_66,20,296.75
Medicine_6032,Unknown Composition,Pharma_35,11,231.74
Medicine_1488,Unknown Composition,Pharma_41,14,436.76
Sumo 500mg,Sumo + Excipients,Pharma_34,26,400.85
Otrivin Syrup,Otrivin + Excipients,Pharma_55,17,317.74
Maxtra 500mg,Maxtra + Excipients,Pharma_92,16,394.56
Medicine_2234,Unknown Composition,Pharma_75,13,284.36
Ascoril Tablet,Ascoril + Excipients,Pharma_23,29,482.54
Medicine_5162,Unknown Composition,Pharma_58,14,204.32
Medicine_8356,Unknown Composition,Pharma_92,12,253.04
Medicine_2669,Unknown Composition,Pharma_73,12,167.67
Benadryl 650mg,Benadryl + Excipients,Pharma_49,21,108.16
Augmentin Syrup,Augmentin + Excipients,Pharma_87,16,224.56
Medicine_9950,Unknown Composition,Pharma_3,17,332.51
Combiflam Tablet,Combiflam + Excipients,Pharma_42,29,34.31
Medicine_9062,Unknown Composition,Pharma_80,6,186.97
Volini Syrup,Volini + Excipients,Pharma_60,17,439.53
Medicine_2345,Unknown Composition,Pharma_60,7,317.92
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_1,20,296.1
Medicine_3971,Unknown Composition,Pharma_10,9,88.76
Tramadol 650mg,Tramadol + Excipients,Pharma_95,14,98.55
Paracetamol Syrup,Paracetamol + Excipients,Pharma_13,9,145.84
Medicine_1396,Unknown Composition,Pharma_40,4,15.15
Maxtra 650mg,Maxtra + Excipients,Pharma_62,22,358.21
Tramadol Syrup,Tramadol + Excipients,Pharma_67,7,384.32
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_15,26,273.38
Medicine_8824,Unknown Composition,Pharma_97,15,452.75
Medicine_5607,Unknown Composition,Pharma_41,10,385.86
Medicine_3297,Unknown Composition,Pharma_51,7,325.77
Medicine_5513,Unknown Composition,Pharma_74,29,456.49
Medicine_9555,Unknown Composition,Pharma_16,12,472.2
Benadryl 500mg,Benadryl + Excipients,Pharma_75,28,300.12
Ambroxol Tablet,Ambroxol + Excipients,Pharma_67,14,355.3
Medicine_8106,Unknown Composition,Pharma_31,16,25.07
Medicine_1352,Unknown Composition,Pharma_76,1,471.95
Medicine_4986,Unknown Composition,Pharma_90,22,488.85
Ascoril Tablet,Ascoril + Excipients,Pharma_90,25,64.26
Medicine_9811,Unknown Composition,Pharma_39,23,118.14
Otrivin 650mg,Otrivin + Excipients,Pharma_99,7,271.93
Medicine_2245,Unknown Composition,Pharma_60,23,48.46
Augmentin Tablet,Augmentin + Excipients,Pharma_47,5,245.55
Ascoril 650mg,Ascoril + Excipients,Pharma_79,22,447.29
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_44,18,470.48
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_1,1,61.06
Diclofenac Syrup,Diclofenac + Excipients,Pharma_65,25,468.73
Medicine_4299,Unknown Composition,Pharma_23,12,243.13
Azithromycin 500mg,Azithromycin + Excipients,Pharma_7,9,223.52
Medicine_4247,Unknown Composition,Pharma_94,29,279.42
Crocin 500mg,Crocin + Excipients,Pharma_66,16,141.63
Sumo Syrup,Sumo + Excipients,Pharma_97,29,177.45
Volini 650mg,Volini + Excipients,Pharma_39,10,202.65
Sumo Syrup,Sumo + Excipients,Pharma_80,25,274.31
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_86,4,247.41
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_16,15,132.53
Medicine_6929,Unknown Composition,Pharma_78,28,241.02
Tramadol Syrup,Tramadol + Excipients,Pharma_75,22,435.99
Crocin 500mg,Crocin + Excipients,Pharma_3,6,478.4
Sumo 650mg,Sumo + Excipients,Pharma_98,9,459.01
Paracetamol 500mg,Paracetamol + Excipients,Pharma_50,7,333.12
Medicine_3391,Unknown Composition,Pharma_47,11,296.64
Ascoril 500mg,Ascoril + Excipients,Pharma_59,26,267.14
Medicine_7553,Unknown Composition,Pharma_78,14,398.38
Medicine_7211,Unknown Composition,Pharma_99,21,228.12
Tramadol 500mg,Tramadol + Excipients,Pharma_37,5,495.18
Cetirizine Tablet,Cetirizine + Excipients,Pharma_94,13,313.55
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_72,23,428.83
Combiflam Tablet,Combiflam + Excipients,Pharma_80,21,151.97
Diclofenac 500mg,Diclofenac + Excipients,Pharma_27,2,34.61
Paracetamol Syrup,Paracetamol + Excipients,Pharma_59,21,448.21
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_62,29,129.18
Augmentin Tablet,Augmentin + Excipients,Pharma_37,17,81.3
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_18,25,359.38
Volini 650mg,Volini + Excipients,Pharma_59,8,450.62
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_49,8,377.1
Tramadol 650mg,Tramadol + Excipients,Pharma_28,7,350.69
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_80,17,324.73
Crocin Tablet,Crocin + Excipients,Pharma_51,21,46.5
Ambroxol Tablet,Ambroxol + Excipients,Pharma_52,28,61.3
Ascoril Syrup,Ascoril + Excipients,Pharma_27,7,241.82
Medicine_8228,Unknown Composition,Pharma_70,10,362.96
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_98,28,339.35
Maxtra 650mg,Maxtra + Excipients,Pharma_96,19,84.94
Sinarest 500mg,Sinarest + Excipients,Pharma_8,8,419.46
Medicine_6488,Unknown Composition,Pharma_3,21,327.6
Ascoril Tablet,Ascoril + Excipients,Pharma_99,11,395.48
